timebucket;CONNACK;PINGRESP;PUBACK;PUBLISH;SUBACK
1549359000000;63,0;;;;
1549359001000;2,3333333333333335;4,666666666666667;;;
1549359002000;5,666666666666667;5,333333333333333;33,666666666666664;35,5;46,666666666666664
1549359003000;4,333333333333333;4,333333333333333;4,0;4,0;4,333333333333333
1549359004000;7,666666666666667;11,0;9,0;8,333333333333334;5,333333333333333
1549359005000;3,6666666666666665;3,6666666666666665;8,666666666666666;7,0;6,333333333333333
1549359006000;5,0;5,75;11,333333333333334;10,666666666666666;4,666666666666667
1549359007000;4,0;2,5;6,75;5,75;4,0
1549359008000;6,0;4,8;8,0;3010,0;8,25
1549359009000;12,0;7,25;21,6;822,8;18,2
1549359010000;3,0;7,25;7,125;6,857142857142857;5,75
1549359011000;13,0;14,8;19,125;449,2857142857143;15,375
1549359012000;5,333333333333334;4,333333333333333;13,2;615,2;8,2
1549359013000;8,666666666666666;5,625;4,333333333333333;4,333333333333333;3,1666666666666665
1549359014000;5,666666666666667;5,5;7,25;436,57142857142856;4,375
1549359015000;5,666666666666667;4,125;9,0;2808,6;6,333333333333333
1549359016000;5,666666666666667;4,7;8,25;8,142857142857142;7,125
1549359017000;3,6666666666666665;6,3;7,7;1119,111111111111;5,1
1549359018000;8,0;7,222222222222222;6,6;784,8888888888889;6,2
1549359019000;12,0;10,428571428571427;13,444444444444445;888,375;10,333333333333334
1549359020000;8,666666666666666;6,909090909090909;3,5714285714285716;3,8333333333333335;5,285714285714286
1549359021000;1,3333333333333333;3,3636363636363638;4,545454545454545;2,5;3,1818181818181817
1549359022000;8,666666666666666;9,25;6,454545454545455;2607,5;5,2727272727272725
1549359023000;7,0;7,416666666666666;12,083333333333334;1012,25;11,083333333333334
1549359024000;9,333333333333334;4,166666666666667;7,416666666666667;1278,5454545454547;3,9166666666666665
1549359025000;8,333333333333334;7,083333333333334;9,5;1121,0;6,916666666666667
1549359026000;5,333333333333333;6,545454545454545;8,583333333333332;1560,6666666666665;6,25
1549359027000;4,333333333333333;22,928571428571427;73,36363636363636;1311,5555555555557;50,09090909090909
1549359028000;13,333333333333332;9,916666666666668;14,785714285714286;1433,0;12,428571428571429
1549359029000;6,666666666666666;8,428571428571429;6,75;2107,7;3,6666666666666665
1549359030000;14,0;16,642857142857142;19,857142857142858;715,8;16,571428571428573
1549359031000;16,333333333333332;16,307692307692307;13,785714285714286;1762,8333333333335;10,928571428571429
1549359032000;4,0;21,722222222222218;48,61538461538461;2698,375;45,923076923076934
